"suc","fechas","flujo_efe"
8,2021-04-19,-71668142.2157775
8,2021-04-20,-71293082.1823916
8,2021-04-21,-77543099.8628046
8,2021-04-22,-83663276.8909624
8,2021-04-23,-81375926.7365696
8,2021-04-24,-75737787.624455
8,2021-04-25,-70055748.4360964
8,2021-04-26,-70261268.6569049
8,2021-04-27,-75999286.5239426
8,2021-04-28,-82593957.3567468
8,2021-04-29,-85314771.4099934
8,2021-04-30,-88659849.0762338
8,2021-05-01,-89168946.8370789
8,2021-05-02,-86581292.4198533
8,2021-05-03,-83912098.2329949
8,2021-05-04,-83226313.145469
8,2021-05-05,-88733816.8234357
8,2021-05-06,-93074025.5890227
8,2021-05-07,-97482465.2543357
8,2021-05-08,-102543458.504398
8,2021-05-09,-103663184.052327
8,2021-05-10,-107660411.531768
8,2021-05-11,-112422470.503289
8,2021-05-12,-119931311.099507
8,2021-05-13,-124526151.581977
8,2021-05-14,-119183996.739285
8,2021-05-15,-116820701.49318
8,2021-05-16,-117812813.813971
8,2021-05-17,-121855193.553649
8,2021-05-18,-122860288.387631
8,2021-05-19,-127922647.392856
8,2021-05-20,-130285115.269663
8,2021-05-21,-136788219.76578
8,2021-05-22,-141626164.799145
8,2021-05-23,-136702427.552152
8,2021-05-24,-129973290.84598
8,2021-05-25,-124708697.874295
8,2021-05-26,-124780353.921005
8,2021-05-27,-132953535.354053
8,2021-05-28,-141230622.716062
8,2021-05-29,-144742425.914027
8,2021-05-30,-150947717.317459
8,2021-05-31,-153563838.531498
8,2021-06-01,-149000490.542647
8,2021-06-02,-143721859.659601
8,2021-06-03,-143773313.214882
8,2021-06-04,-148104822.158652
8,2021-06-05,-152778916.550801
8,2021-06-06,-158294800.281728
8,2021-06-07,-161155817.490481
8,2021-06-08,-161319592.246223
8,2021-06-09,-165855437.236345
8,2021-06-10,-169226291.085366
8,2021-06-11,-176240620.286971
8,2021-06-12,-178080633.533426
8,2021-06-13,-169866270.436142
8,2021-06-14,-167681886.665667
8,2021-06-15,-170511517.639088
8,2021-06-16,-177585528.562324
8,2021-06-17,-179832211.366716
8,2021-06-18,-188395756.575311
8,2021-06-19,-190645244.502204
8,2021-06-20,-197569565.898611
8,2021-06-21,-203971479.246092
8,2021-06-22,-198368456.444539
8,2021-06-23,-191155130.483042
8,2021-06-24,-186259981.951393
8,2021-06-25,-185960019.168345
8,2021-06-26,-193770854.911676
8,2021-06-27,-200169646.841539
8,2021-06-28,-203713347.366886
8,2021-06-29,-210032199.466996
8,2021-06-30,-213641783.49737
8,2021-07-01,-209703610.893956
8,2021-07-02,-204634373.902362
8,2021-07-03,-205222753.853986
8,2021-07-04,-210911476.714638
8,2021-07-05,-217896197.914384
8,2021-07-06,-224614111.139022
8,2021-07-07,-227121617.468848
8,2021-07-08,-225935871.423017
8,2021-07-09,-231048061.558777
8,2021-07-10,-234508002.702319
8,2021-07-11,-241141218.188389
8,2021-07-12,-243071889.66217
8,2021-07-13,-235667185.606895
8,2021-07-14,-234770874.966947
8,2021-07-15,-236846937.844079
8,2021-07-16,-245964148.080261
8,2021-07-17,-247401666.429766
8,2021-07-18,-259259626.463278
8,2021-07-19,-261941891.827614
8,2021-07-20,-270195440.905374
8,2021-07-21,-276186088.631058
8,2021-07-22,-267400581.850077
8,2021-07-23,-260001722.622736
8,2021-07-24,-257845588.711491
8,2021-07-25,-260395881.328008
8,2021-07-26,-271012802.070884
8,2021-07-27,-279353999.986994
8,2021-07-28,-283829329.993376
8,2021-07-29,-291036618.103948
8,2021-07-30,-294009258.047447
8,2021-07-31,-290301429.953992
8,2021-08-01,-284191408.490133
8,2021-08-02,-285346098.867857
8,2021-08-03,-291594837.984869
8,2021-08-04,-299247874.744009
8,2021-08-05,-307634949.852344
8,2021-08-06,-310821765.234487
8,2021-08-07,-310629577.885989
8,2021-08-08,-319719366.737702
8,2021-08-09,-325077765.426509
8,2021-08-10,-330238542.516543
8,2021-08-11,-333087381.086522
8,2021-08-12,-322875951.374227
8,2021-08-13,-322584749.7085
8,2021-08-14,-328077005.049886
8,2021-08-15,-340028656.681602
8,2021-08-16,-344096696.780498
8,2021-08-17,-358157937.510244
8,2021-08-18,-361399930.946606
8,2021-08-19,-369102379.188441
8,2021-08-20,-373482950.334581
8,2021-08-21,-363456117.469346
8,2021-08-22,-356298429.002929
8,2021-08-23,-355350091.955215
8,2021-08-24,-357169688.156241
8,2021-08-25,-366425596.893604
8,2021-08-26,-374345968.335681
8,2021-08-27,-376526488.539012
8,2021-08-28,-383406679.002776
8,2021-08-29,-388138121.26531
8,2021-08-30,-384987474.595256
8,2021-08-31,-379045500.786671
8,2021-09-01,-379472659.759976
8,2021-09-02,-384705296.23524
8,2021-09-03,-390485406.742722
8,2021-09-04,-393790422.681656
8,2021-09-05,-393733112.083802
8,2021-09-06,-390947493.318739
8,2021-09-07,-397682745.276857
8,2021-09-08,-402069060.895884
8,2021-09-09,-405416909.19513
8,2021-09-10,-407855668.988957
8,2021-09-11,-396477289.641008
8,2021-09-12,-394429260.723725
8,2021-09-13,-397338157.101365
8,2021-09-14,-408860437.724039
8,2021-09-15,-408039706.765932
8,2021-09-16,-418428530.860576
8,2021-09-17,-421722487.783054
8,2021-09-18,-428819348.723101
8,2021-09-19,-434037145.326539
8,2021-09-20,-424916250.769306
8,2021-09-21,-420579520.56239
8,2021-09-22,-424216548.927173
8,2021-09-23,-425787276.913996
8,2021-09-24,-433315084.477375
8,2021-09-25,-437397407.163804
8,2021-09-26,-439776194.346045
8,2021-09-27,-446298530.325978
8,2021-09-28,-451146729.554185
8,2021-09-29,-448643082.980969
8,2021-09-30,-442494183.734841
8,2021-10-01,-442291982.125513
8,2021-10-02,-446126575.086852
8,2021-10-03,-450792246.759438
8,2021-10-04,-453157666.660165
8,2021-10-05,-453131104.096801
8,2021-10-06,-451329609.587106
8,2021-10-07,-462105757.896411
8,2021-10-08,-470586834.609205
8,2021-10-09,-472757604.638246
8,2021-10-10,-472286445.35713
8,2021-10-11,-458209858.643669
8,2021-10-12,-453345455.261105
8,2021-10-13,-455480921.394903
8,2021-10-14,-466828560.172413
8,2021-10-15,-464874871.207266
8,2021-10-16,-476500997.140906
8,2021-10-17,-481603369.987628
8,2021-10-18,-489992667.079547
8,2021-10-19,-494955071.544861
8,2021-10-20,-485485180.976338
8,2021-10-21,-481491180.868638
8,2021-10-22,-484609063.870278
8,2021-10-23,-486939407.636197
8,2021-10-24,-497338469.263027
8,2021-10-25,-498146223.348698
8,2021-10-26,-499195069.376626
8,2021-10-27,-506300270.009611
8,2021-10-28,-513300929.6739
8,2021-10-29,-510128939.039873
8,2021-10-30,-503902865.350732
8,2021-10-31,-503808740.832192
8,2021-11-01,-511467178.660134
8,2021-11-02,-518744140.530854
8,2021-11-03,-519602346.531868
8,2021-11-04,-517372049.716615
8,2021-11-05,-516800282.459193
8,2021-11-06,-530676747.659598
8,2021-11-07,-537837381.049355
8,2021-11-08,-539919677.14165
8,2021-11-09,-539585526.881186
8,2021-11-10,-525534580.477481
8,2021-11-11,-522115243.783922
8,2021-11-12,-523615168.913012
8,2021-11-13,-533413076.579155
8,2021-11-14,-529707083.716694
8,2021-11-15,-539583767.203713
8,2021-11-16,-543971351.531158
8,2021-11-17,-552915459.111518
8,2021-11-18,-560131100.699287
8,2021-11-19,-552947648.690377
8,2021-11-20,-549063587.445502
8,2021-11-21,-554837677.778134
8,2021-11-22,-561536429.108786
8,2021-11-23,-574130542.983461
8,2021-11-24,-574616673.966609
8,2021-11-25,-575570164.49581
8,2021-11-26,-581802912.32505
8,2021-11-27,-588757239.849276
8,2021-11-28,-586851275.737847
8,2021-11-29,-578501837.31212
8,2021-11-30,-575616277.869564
8,2021-12-01,-584214847.516126
8,2021-12-02,-592883151.53477
8,2021-12-03,-594830625.747021
8,2021-12-04,-593804201.461649
8,2021-12-05,-593715635.472569
8,2021-12-06,-606921940.692942
8,2021-12-07,-612109548.681783
8,2021-12-08,-613360249.130502
8,2021-12-09,-612025325.866322
8,2021-12-10,-599872577.533133
8,2021-12-11,-595536205.155048
8,2021-12-12,-596129071.128168
8,2021-12-13,-604971723.857158
8,2021-12-14,-602291804.432842
8,2021-12-15,-612547067.752035
8,2021-12-16,-618125071.47895
8,2021-12-17,-629001800.510736
8,2021-12-18,-636104293.887074
8,2021-12-19,-625945888.463615
8,2021-12-20,-621150542.53751
8,2021-12-21,-625365173.732074
8,2021-12-22,-632102748.844438
8,2021-12-23,-644368829.691596
8,2021-12-24,-645352140.559655
8,2021-12-25,-647036959.06852
8,2021-12-26,-652631719.888978
8,2021-12-27,-658588969.968454
8,2021-12-28,-654742671.168331
8,2021-12-29,-645080909.352194
8,2021-12-30,-644172644.940259
8,2021-12-31,-655119991.91717
8,2022-01-01,-662667146.040814
8,2022-01-02,-665088251.964038
8,2022-01-03,-665115745.95028
8,2022-01-04,-666909467.196094
8,2022-01-05,-681160028.632246
8,2022-01-06,-687538105.790646
8,2022-01-07,-688747267.047098
8,2022-01-08,-688831580.484047
8,2022-01-09,-677085014.690779
8,2022-01-10,-671308984.824927
8,2022-01-11,-671572722.804756
8,2022-01-12,-683323562.325232
8,2022-01-13,-682944545.68875
8,2022-01-14,-693437918.157555
8,2022-01-15,-698592707.079696
8,2022-01-16,-709831029.93419
8,2022-01-17,-716586241.830402
8,2022-01-18,-704593023.100718
8,2022-01-19,-701687306.035504
8,2022-01-20,-705264771.31476
8,2022-01-21,-710581592.973926
8,2022-01-22,-722145173.01592
8,2022-01-23,-724409370.877709
8,2022-01-24,-730198924.853208
8,2022-01-25,-737901231.694152
8,2022-01-26,-744938665.791365
8,2022-01-27,-741637161.137494
8,2022-01-28,-732131297.888964
8,2022-01-29,-729297176.632231
8,2022-01-30,-738850553.864296
8,2022-01-31,-745991224.725821
8,2022-02-01,-749439751.108385
8,2022-02-02,-749821713.605785
8,2022-02-03,-752741503.692299
8,2022-02-04,-767629838.423164
8,2022-02-05,-775771536.060346
8,2022-02-06,-777867419.904128
8,2022-02-07,-778793299.738807
8,2022-02-08,-767739148.212663
8,2022-02-09,-764601710.016853
8,2022-02-10,-766078395.166751
8,2022-02-11,-777995503.445941
8,2022-02-12,-778832707.728638
8,2022-02-13,-789281644.391729
8,2022-02-14,-793221357.719848
8,2022-02-15,-801913383.638765
8,2022-02-16,-806748136.979878
8,2022-02-17,-794295461.266703
8,2022-02-18,-789433894.091417
8,2022-02-19,-791702083.656661
8,2022-02-20,-798380571.069734
8,2022-02-21,-812422466.258589
8,2022-02-22,-814159381.552668
8,2022-02-23,-819568741.122872
8,2022-02-24,-826964710.43392
8,2022-02-25,-833138302.404729
8,2022-02-26,-828931272.640716
8,2022-02-27,-820479519.956064
8,2022-02-28,-819159043.857852
8,2022-03-01,-829928854.787341
8,2022-03-02,-836529731.339363
8,2022-03-03,-839436291.47816
8,2022-03-04,-837683652.390567
8,2022-03-05,-838803228.291451
8,2022-03-06,-851305459.689329
8,2022-03-07,-858067005.67934
8,2022-03-08,-862264415.867959
8,2022-03-09,-864032125.158131
8,2022-03-10,-852924142.00488
8,2022-03-11,-847027257.909329
8,2022-03-12,-846346163.361179
8,2022-03-13,-857884541.133875
8,2022-03-14,-859649444.512102
8,2022-03-15,-874097969.479663
8,2022-03-16,-883312843.172649
8,2022-03-17,-896188251.9554
8,2022-03-18,-901573879.467356
8,2022-03-19,-887626792.124966
8,2022-03-20,-883142992.587155
8,2022-03-21,-885588048.801034
8,2022-03-22,-891300023.25294
8,2022-03-23,-905131337.500313
8,2022-03-24,-905327924.582503
8,2022-03-25,-910715218.384351
8,2022-03-26,-919384174.204462
8,2022-03-27,-927635166.492368
8,2022-03-28,-924883898.59302
8,2022-03-29,-917605278.440716
8,2022-03-30,-919140187.51264
8,2022-03-31,-930296810.710248
8,2022-04-01,-938913186.671343
8,2022-04-02,-944559063.809479
8,2022-04-03,-946845386.509417
8,2022-04-04,-949196004.416092
8,2022-04-05,-961956017.625221
8,2022-04-06,-969858429.456309
8,2022-04-07,-974389049.53979
8,2022-04-08,-975088408.051692
8,2022-04-09,-963845055.964808
8,2022-04-10,-956025393.503429
8,2022-04-11,-954287805.447281
8,2022-04-12,-965806462.545079
8,2022-04-13,-968732939.321074
8,2022-04-14,-985320425.713153
8,2022-04-15,-995025961.828249
8,2022-04-16,-1005691032.70871
8,2022-04-17,-1012468812.32067
8,2022-04-18,-998631719.92094
8,2022-04-19,-994435751.932171
8,2022-04-20,-994410629.36165
8,2022-04-21,-996746314.65888
8,2022-04-22,-1008259084.78581
8,2022-04-23,-1006836531.07463
8,2022-04-24,-1010499565.74606
8,2022-04-25,-1018337807.47546
8,2022-04-26,-1028055121.70904
8,2022-04-27,-1024504287.41214
8,2022-04-28,-1015847877.08713
8,2022-04-29,-1016382690.33237
8,2022-04-30,-1026004884.36884
8,2022-05-01,-1030470747.93811
8,2022-05-02,-1033027559.34062
8,2022-05-03,-1035038974.95
8,2022-05-04,-1038220623.24808
8,2022-05-05,-1053444052.05697
8,2022-05-06,-1063673038.62668
8,2022-05-07,-1068776521.61364
8,2022-05-08,-1070729567.39834
8,2022-05-09,-1060682593.9154
8,2022-05-10,-1051479021.18746
8,2022-05-11,-1049466499.71959
8,2022-05-12,-1060865299.3494
8,2022-05-13,-1064313805.6233
8,2022-05-14,-1080892682.68453
8,2022-05-15,-1090371583.20831
8,2022-05-16,-1101679980.76185
8,2022-05-17,-1107390461.02696
8,2022-05-18,-1092597933.81969
8,2022-05-19,-1088997509.46163
8,2022-05-20,-1090808273.42382
8,2022-05-21,-1095113747.75375
8,2022-05-22,-1107929487.84321
8,2022-05-23,-1104817704.64445
8,2022-05-24,-1106320953.20615
8,2022-05-25,-1111433293.44937
8,2022-05-26,-1117627034.7738
8,2022-05-27,-1113395477.14217
8,2022-05-28,-1103536683.66057
8,2022-05-29,-1103958016.12174
8,2022-05-30,-1114148091.55977
8,2022-05-31,-1118558949.0948
8,2022-06-01,-1118514351.75632
8,2022-06-02,-1116770567.3172
8,2022-06-03,-1117689038.85303
8,2022-06-04,-1131200443.73039
8,2022-06-05,-1142413055.10547
8,2022-06-06,-1148071113.49717
8,2022-06-07,-1152206670.43241
8,2022-06-08,-1143787321.11764
8,2022-06-09,-1136082828.28198
8,2022-06-10,-1134026533.82402
8,2022-06-11,-1147526609.02472
8,2022-06-12,-1151823120.40156
8,2022-06-13,-1166814616.52689
8,2022-06-14,-1174024025.5796
8,2022-06-15,-1184638530.74045
8,2022-06-16,-1191668292.3115
8,2022-06-17,-1176541146.80666
8,2022-06-18,-1170834110.4541
8,2022-06-19,-1169814127.44036
8,2022-06-20,-1172976270.9125
8,2022-06-21,-1186429682.08494
8,2022-06-22,-1187237643.66052
8,2022-06-23,-1188120614.369
8,2022-06-24,-1195002240.9016
8,2022-06-25,-1204184007.19876
8,2022-06-26,-1201303772.62021
8,2022-06-27,-1193248189.5762
8,2022-06-28,-1195474893.10619
8,2022-06-29,-1205394424.57887
8,2022-06-30,-1208627788.54012
8,2022-07-01,-1205507703.99613
8,2022-07-02,-1200956580.44523
8,2022-07-03,-1200611456.4718
8,2022-07-04,-1214225645.45644
8,2022-07-05,-1225115603.97656
8,2022-07-06,-1234494625.64638
8,2022-07-07,-1242127288.25956
8,2022-07-08,-1234751101.70815
8,2022-07-09,-1227915412.57691
8,2022-07-10,-1227830258.21852
8,2022-07-11,-1242384311.74848
8,2022-07-12,-1249484232.31639
8,2022-07-13,-1267764606.37426
8,2022-07-14,-1277705322.57786
8,2022-07-15,-1292549406.14445
8,2022-07-16,-1302042503.78339
8,2022-07-17,-1286306092.59335
8,2022-07-18,-1280993475.78265
8,2022-07-19,-1278574402.35977
8,2022-07-20,-1279388624.6837
8,2022-07-21,-1294071112.58174
8,2022-07-22,-1294520703.96499
8,2022-07-23,-1296943172.78327
8,2022-07-24,-1306874569.50573
8,2022-07-25,-1315447760.23401
8,2022-07-26,-1310040572.56927
8,2022-07-27,-1302113558.94014
8,2022-07-28,-1304520108.71683
8,2022-07-29,-1313419725.70583
8,2022-07-30,-1316725280.50398
8,2022-07-31,-1312513093.09284
8,2022-08-01,-1309451550.31004
8,2022-08-02,-1312935918.679
8,2022-08-03,-1330988451.64906
8,2022-08-04,-1342528232.7957
8,2022-08-05,-1352829572.96556
8,2022-08-06,-1359285513.76684
8,2022-08-07,-1349745420.10126
8,2022-08-08,-1343678721.21983
8,2022-08-09,-1343030200.07628
8,2022-08-10,-1356170842.94826
8,2022-08-11,-1360964521.41227
8,2022-08-12,-1378236068.08384
8,2022-08-13,-1387606010.72957
8,2022-08-14,-1401699407.85118
8,2022-08-15,-1413227270.17631
8,2022-08-16,-1398755359.32168
8,2022-08-17,-1392567819.7944
8,2022-08-18,-1388516402.31576
8,2022-08-19,-1386127659.21837
8,2022-08-20,-1401837861.80837
8,2022-08-21,-1400144559.30242
8,2022-08-22,-1402907108.70339
8,2022-08-23,-1415285428.54718
9,2021-01-01,-34403018.9811183
9,2021-01-02,-30091662.8355187
9,2021-01-03,-37674667.9897654
9,2021-01-04,-46209464.1922049
9,2021-01-05,-59240506.9229505
9,2021-01-06,-43075481.9720794
9,2021-01-07,-38874399.457124
9,2021-01-08,-35737897.9098812
9,2021-01-09,-24464100.8450194
9,2021-01-10,-26809897.1441969
9,2021-01-11,-53188023.3873261
9,2021-01-12,-36317489.0248849
9,2021-01-13,-59223781.9907146
9,2021-01-14,-37330577.9797652
9,2021-01-15,-54675051.4660355
9,2021-01-16,-66358702.908619
9,2021-01-17,-48266741.9260172
9,2021-01-18,-56891580.9106567
9,2021-01-19,-51405023.9078067
9,2021-01-20,-31300354.3946922
9,2021-01-21,-54785556.9888038
9,2021-01-22,-58173154.7288336
9,2021-01-23,-71313259.9336663
9,2021-01-24,-75657282.1243739
9,2021-01-25,-74967492.8554059
9,2021-01-26,-58413828.0528995
9,2021-01-27,-58273582.7304351
9,2021-01-28,-57368946.6210111
9,2021-01-29,-54520101.5618748
9,2021-01-30,-52809484.0524339
9,2021-01-31,-68016245.6780983
9,2021-02-01,-66975862.3245152
9,2021-02-02,-73874362.8154926
9,2021-02-03,-85990322.0580227
9,2021-02-04,-100350090.612852
9,2021-02-05,-89333704.8048625
9,2021-02-06,-80764772.1499161
9,2021-02-07,-70852347.5098327
9,2021-02-08,-52153641.3189115
9,2021-02-09,-66685247.1039529
9,2021-02-10,-105688557.868691
9,2021-02-11,-57430008.9445992
9,2021-02-12,-93435707.2918159
9,2021-02-13,-59536787.3512763
9,2021-02-14,-84798063.0932257
9,2021-02-15,-93036688.6566208
9,2021-02-16,-66958262.2040577
9,2021-02-17,-80840736.5399843
9,2021-02-18,-87665889.8770848
9,2021-02-19,-66850980.092478
9,2021-02-20,-89253572.9538091
9,2021-02-21,-103568380.563534
9,2021-02-22,-103571566.08449
9,2021-02-23,-110588004.663354
9,2021-02-24,-117247374.836888
9,2021-02-25,-98657358.0233034
9,2021-02-26,-108833684.568519
9,2021-02-27,-104533714.988424
9,2021-02-28,-94933592.4821653
9,2021-03-01,-93845802.8248638
9,2021-03-02,-106613172.426704
9,2021-03-03,-99227576.1190624
9,2021-03-04,-122985959.892662
9,2021-03-05,-130815817.447858
9,2021-03-06,-141664752.628989
9,2021-03-07,-137519587.479812
9,2021-03-08,-141634385.399653
9,2021-03-09,-121061126.881765
9,2021-03-10,-88606753.1716587
9,2021-03-11,-111918462.204654
9,2021-03-12,-154965109.244365
9,2021-03-13,-99589647.6374912
9,2021-03-14,-129603978.514045
9,2021-03-15,-91584859.6248752
9,2021-03-16,-119303513.57226
9,2021-03-17,-134077538.435588
9,2021-03-18,-100689252.23209
9,2021-03-19,-116247389.562562
9,2021-03-20,-126123564.113149
9,2021-03-21,-114799190.868353
9,2021-03-22,-129619777.442766
9,2021-03-23,-154446392.827813
9,2021-03-24,-142950013.548929
9,2021-03-25,-149561675.718383
9,2021-03-26,-155425010.447794
9,2021-03-27,-122075738.142147
9,2021-03-28,-122502744.726409
9,2021-03-29,-125694261.812868
9,2021-03-30,-102655393.01458
9,2021-03-31,-96181826.8574599
9,2021-04-01,-117673403.696137
9,2021-04-02,-118238686.494579
9,2021-04-03,-133353102.800929
9,2021-04-04,-140459554.197243
9,2021-04-05,-150633991.251745
9,2021-04-06,-141853058.220098
9,2021-04-07,-150616877.26551
9,2021-04-08,-131530747.589593
9,2021-04-09,-81947150.8123035
9,2021-04-10,-113524883.48074
9,2021-04-11,-149890689.016934
9,2021-04-12,-103802792.749327
9,2021-04-13,-127773039.051839
9,2021-04-14,-81225314.5939616
9,2021-04-15,-117226546.550005
9,2021-04-16,-140200905.724489
9,2021-04-17,-104054036.270487
9,2021-04-18,-123025449.360384
9,2021-04-19,-119048526.540832
9,2021-04-20,-110195170.27112
9,2021-04-21,-130961732.33008
9,2021-04-22,-154653123.21777
9,2021-04-23,-151882589.815253
9,2021-04-24,-143523395.99976
9,2021-04-25,-148322895.8201
9,2021-04-26,-108125823.159531
9,2021-04-27,-112059783.342008
9,2021-04-28,-117069432.823144
9,2021-04-29,-85940434.2287157
9,2021-04-30,-78264519.117273
9,2021-05-01,-106280053.609436
9,2021-05-02,-105759286.744713
9,2021-05-03,-124385275.959451
9,2021-05-04,-149737678.630049
9,2021-05-05,-154975377.906535
9,2021-05-06,-146920789.804099
9,2021-05-07,-152793878.552622
9,2021-05-08,-131988628.960901
9,2021-05-09,-89809454.060619
9,2021-05-10,-118514507.28664
9,2021-05-11,-154485834.717553
9,2021-05-12,-123206160.317749
9,2021-05-13,-139686142.567771
9,2021-05-14,-83807016.4693361
9,2021-05-15,-125711881.581247
9,2021-05-16,-143536614.947103
9,2021-05-17,-106712757.939846
9,2021-05-18,-121187643.790237
9,2021-05-19,-124859966.65462
9,2021-05-20,-113326276.56621
9,2021-05-21,-145589065.733048
9,2021-05-22,-163968609.512153
9,2021-05-23,-163517097.870445
9,2021-05-24,-166597783.078376
9,2021-05-25,-172493555.717914
9,2021-05-26,-127926702.310366
9,2021-05-27,-127958649.810769
9,2021-05-28,-143067918.411965
9,2021-05-29,-105094571.218554
9,2021-05-30,-98921522.6406719
9,2021-05-31,-123114957.027219
9,2021-06-01,-132386730.414215
9,2021-06-02,-140868768.127767
9,2021-06-03,-164541702.106257
9,2021-06-04,-161973562.229864
9,2021-06-05,-165525603.527386
9,2021-06-06,-174454323.028016
9,2021-06-07,-155950427.545454
9,2021-06-08,-110889895.775974
9,2021-06-09,-137792959.339325
9,2021-06-10,-179199003.355704
9,2021-06-11,-148303617.376303
9,2021-06-12,-180061487.725212
9,2021-06-13,-125095830.490312
9,2021-06-14,-168768170.104883
9,2021-06-15,-187280171.118363
9,2021-06-16,-151729999.330658
9,2021-06-17,-167692665.669175
9,2021-06-18,-169634364.228482
9,2021-06-19,-149646636.263649
9,2021-06-20,-178820908.298241
9,2021-06-21,-192837210.95815
9,2021-06-22,-198748208.584828
9,2021-06-23,-200756208.253036
9,2021-06-24,-206977054.645481
9,2021-06-25,-167732964.4589
9,2021-06-26,-166249596.936694
9,2021-06-27,-190464732.124363
9,2021-06-28,-142179488.064941
9,2021-06-29,-138274135.899849
9,2021-06-30,-162413687.242586
9,2021-07-01,-164703813.479708
9,2021-07-02,-178609461.644581
9,2021-07-03,-202941330.22786
9,2021-07-04,-202612155.200446
9,2021-07-05,-201060770.643856
9,2021-07-06,-204980793.132866
9,2021-07-07,-196292684.716358
9,2021-07-08,-150207259.94063
9,2021-07-09,-162401890.057119
9,2021-07-10,-198938198.370009
9,2021-07-11,-181833499.370376
9,2021-07-12,-216146669.289497
9,2021-07-13,-165685079.827012
9,2021-07-14,-197821882.337059
9,2021-07-15,-210840419.177628
9,2021-07-16,-187174762.79435
9,2021-07-17,-202594083.684812
9,2021-07-18,-200463541.359038
9,2021-07-19,-184060041.922617
9,2021-07-20,-214961078.475397
9,2021-07-21,-225479445.002592
9,2021-07-22,-224273327.86758
9,2021-07-23,-230421036.456967
9,2021-07-24,-225786225.171832
9,2021-07-25,-188828588.537956
9,2021-07-26,-196526289.813345
9,2021-07-27,-224808024.733621
9,2021-07-28,-166971954.365227
9,2021-07-29,-167572227.998088
9,2021-07-30,-184990111.706163
9,2021-07-31,-181454452.823626
9,2021-08-01,-197192930.846097
9,2021-08-02,-230121284.524627
9,2021-08-03,-233881411.022327
9,2021-08-04,-238247019.719241
9,2021-08-05,-234847016.824881
9,2021-08-06,-240373082.526743
9,2021-08-07,-205858816.802489
9,2021-08-08,-209659859.413794
9,2021-08-09,-251627097.057917
9,2021-08-10,-239341824.218361
9,2021-08-11,-269899020.536449
9,2021-08-12,-221308810.775767
9,2021-08-13,-257976802.427839
9,2021-08-14,-269225053.249981
9,2021-08-15,-246782429.282638
9,2021-08-16,-262722957.702346
9,2021-08-17,-272279434.652494
9,2021-08-18,-246746405.277058
9,2021-08-19,-294378411.917111
9,2021-08-20,-298625694.581893
9,2021-08-21,-303843430.084171
9,2021-08-22,-321524347.145069
9,2021-08-23,-316419332.174919
9,2021-08-24,-284615240.205048
9,2021-08-25,-291909886.404809
9,2021-08-26,-315820742.069788
9,2021-08-27,-258348756.451501
9,2021-08-28,-258069688.500472
9,2021-08-29,-278650938.941991
9,2021-08-30,-258993778.937926
9,2021-08-31,-274716593.908802
9,2021-09-01,-312746195.461146
9,2021-09-02,-330630410.090069
9,2021-09-03,-331465485.65815
9,2021-09-04,-314647392.257064
9,2021-09-05,-321516883.271928
9,2021-09-06,-291025025.245797
9,2021-09-07,-291476485.509326
9,2021-09-08,-327620459.850717
9,2021-09-09,-319290817.637029
9,2021-09-10,-366515273.307128
9,2021-09-11,-310406958.107288
9,2021-09-12,-339345788.839658
9,2021-09-13,-342036034.87311
9,2021-09-14,-325298373.912461
9,2021-09-15,-339276911.724757
9,2021-09-16,-343924296.862857
9,2021-09-17,-327943322.423881
9,2021-09-18,-374502435.301074
9,2021-09-19,-365450179.277439
9,2021-09-20,-379395160.909074
9,2021-09-21,-400952798.780835
9,2021-09-22,-395649812.241758
9,2021-09-23,-372622338.843201
9,2021-09-24,-377105784.862678
9,2021-09-25,-392268917.083609
9,2021-09-26,-335859522.566706
9,2021-09-27,-333014954.673803
9,2021-09-28,-343899781.270348
9,2021-09-29,-333960460.440849
9,2021-09-30,-351031084.698185
9,2021-10-01,-396583073.231951
9,2021-10-02,-416890365.541852
9,2021-10-03,-416086617.897654
9,2021-10-04,-410020005.87249
9,2021-10-05,-413727735.196162
9,2021-10-06,-383808098.867461
9,2021-10-07,-376117721.161717
9,2021-10-08,-414693233.362757
9,2021-10-09,-403449231.261844
9,2021-10-10,-452918163.538858
9,2021-10-11,-393020513.328072
9,2021-10-12,-427284674.653179
9,2021-10-13,-424330624.277708
9,2021-10-14,-412462569.961176
9,2021-10-15,-417041557.689782
9,2021-10-16,-423440694.520812
9,2021-10-17,-404621947.362703
9,2021-10-18,-449798111.249437
9,2021-10-19,-454180065.209348
9,2021-10-20,-455218410.486953
9,2021-10-21,-485976866.146702
9,2021-10-22,-483792146.373442
9,2021-10-23,-446525997.202084
9,2021-10-24,-449613799.33962
9,2021-10-25,-463445935.639751
9,2021-10-26,-411583914.178237
9,2021-10-27,-419879699.454764
9,2021-10-28,-429983263.639059
9,2021-10-29,-417175137.449387
9,2021-10-30,-429624519.136904
9,2021-10-31,-467602358.616979
9,2021-11-01,-491476910.673595
9,2021-11-02,-489316246.561939
9,2021-11-03,-485155900.052972
9,2021-11-04,-495156913.473174
9,2021-11-05,-466277622.230374
9,2021-11-06,-469979418.727414
9,2021-11-07,-517804294.645245
9,2021-11-08,-498362397.88402
9,2021-11-09,-552275587.267867
9,2021-11-10,-488085109.635862
9,2021-11-11,-532104059.677823
9,2021-11-12,-530302308.394649
9,2021-11-13,-514840492.744191
9,2021-11-14,-520062225.774392
