"","suc","fechas","flujo_efe"
"7528",13,2021-11-24,582207067.227828
"7529",13,2021-11-25,574766476.168514
"7530",13,2021-11-26,596798746.905127
"7531",13,2021-11-27,599664616.526669
"7532",13,2021-11-28,596065644.066263
"7533",13,2021-11-29,576984003.55022
"7534",13,2021-11-30,590536139.956252
"7535",13,2021-12-01,594468171.060491
"7536",13,2021-12-02,578677800.167049
"7537",13,2021-12-03,548111421.713304
"7538",13,2021-12-04,562835040.53902
"7539",13,2021-12-05,555175717.036993
"7540",13,2021-12-06,554422250.091295
"7541",13,2021-12-07,564233895.361091
"7542",13,2021-12-08,554233307.633287
"7543",13,2021-12-09,569596660.821086
"7544",13,2021-12-10,577280029.673361
"7545",13,2021-12-11,579155538.751726
"7546",13,2021-12-12,599449563.32915
"7547",13,2021-12-13,592485037.324331
"7548",13,2021-12-14,608885267.751736
"7549",13,2021-12-15,631139228.877351
"7550",13,2021-12-16,651206671.8167
"7551",13,2021-12-17,635310235.387743
"7552",13,2021-12-18,632148862.088652
"7553",13,2021-12-19,643912586.981302
"7554",13,2021-12-20,621268188.398195
"7555",13,2021-12-21,613023610.578544
"7556",13,2021-12-22,625054182.826748
"7557",13,2021-12-23,619783488.429568
"7558",13,2021-12-24,603687570.792531
"7559",13,2021-12-25,596690410.231909
"7560",13,2021-12-26,611967766.961978
"7561",13,2021-12-27,606263173.129959
"7562",13,2021-12-28,602822998.774884
"7563",13,2021-12-29,593334862.131455
"7564",13,2021-12-30,586717370.475583
"7565",13,2021-12-31,589116425.616995
"7566",13,2022-01-01,572218355.128292
"7567",13,2022-01-02,556322974.92366
"7568",13,2022-01-03,575436952.092539
"7569",13,2022-01-04,572221200.218071
"7570",13,2022-01-05,562127433.394362
"7571",13,2022-01-06,579865379.896537
"7572",13,2022-01-07,565259847.943315
"7573",13,2022-01-08,562257367.457389
"7574",13,2022-01-09,570560712.050082
"7575",13,2022-01-10,573947514.365403
"7576",13,2022-01-11,585985400.19099
"7577",13,2022-01-12,578178288.090233
"7578",13,2022-01-13,598698374.046136
"7579",13,2022-01-14,619563311.307089
"7580",13,2022-01-15,663027650.793616
"7581",13,2022-01-16,657415250.860174
"7582",13,2022-01-17,658693430.281066
"7583",13,2022-01-18,678262029.550273
"7584",13,2022-01-19,643216793.759414
"7585",13,2022-01-20,632019568.061704
"7586",13,2022-01-21,633795718.452812
"7587",13,2022-01-22,631678266.505871
"7588",13,2022-01-23,612914820.378282
"7589",13,2022-01-24,612951144.254258
"7590",13,2022-01-25,639233038.533718
"7591",13,2022-01-26,640325611.063374
"7592",13,2022-01-27,633613794.994857
"7593",13,2022-01-28,619655113.8816
"7594",13,2022-01-29,625383257.395933
"7595",13,2022-01-30,622361280.555534
"7596",13,2022-01-31,598560566.877497
"7597",13,2022-02-01,572885278.937065
"7598",13,2022-02-02,590011463.242692
"7599",13,2022-02-03,580142004.171395
"7600",13,2022-02-04,589818269.870702
"7601",13,2022-02-05,608780903.247692
"7602",13,2022-02-06,592050663.788736
"7603",13,2022-02-07,592553594.370771
"7604",13,2022-02-08,606483378.227977
"7605",13,2022-02-09,611261716.027882
"7606",13,2022-02-10,626279030.57627
"7607",13,2022-02-11,618907674.124762
"7608",13,2022-02-12,638013275.161174
"7609",13,2022-02-13,662543828.525405
"7610",13,2022-02-14,680652967.315771
"7611",13,2022-02-15,667114537.040482
"7612",13,2022-02-16,661314762.509617
"7613",13,2022-02-17,674370189.089904
"7614",13,2022-02-18,647469478.261713
"7615",13,2022-02-19,630736149.248244
"7616",13,2022-02-20,638909476.961461
"7617",13,2022-02-21,642472297.686694
"7618",13,2022-02-22,641301479.281176
"7619",13,2022-02-23,637023568.812408
"7620",13,2022-02-24,656059329.632702
"7621",13,2022-02-25,644736212.494654
"7622",13,2022-02-26,629693929.978219
"7623",13,2022-02-27,614552481.605718
"7624",13,2022-02-28,610782805.079891
"7625",13,2022-03-01,604662718.899922
"7626",13,2022-03-02,590537919.891513
"7627",13,2022-03-03,571412728.624937
"7628",13,2022-03-04,594067469.21854
"7629",13,2022-03-05,588253986.459158
"7630",13,2022-03-06,576168568.936825
"7631",13,2022-03-07,589802518.451508
"7632",13,2022-03-08,574873501.128871
"7633",13,2022-03-09,571664643.087932
"7634",13,2022-03-10,576563695.648588
"7635",13,2022-03-11,584917730.842141
"7636",13,2022-03-12,589542362.488748
"7637",13,2022-03-13,580885352.146361
"7638",13,2022-03-14,603871257.758023
"7639",13,2022-03-15,619388937.170618
"7640",13,2022-03-16,660904709.193554
"7641",13,2022-03-17,653175033.546509
"7642",13,2022-03-18,648970669.166996
"7643",13,2022-03-19,663016408.396076
"7644",13,2022-03-20,624503591.765034
"7645",13,2022-03-21,603608938.227289
"7646",13,2022-03-22,613230367.372306
"7647",13,2022-03-23,615032870.255546
"7648",13,2022-03-24,601659035.897665
"7649",13,2022-03-25,589836407.352391
"7650",13,2022-03-26,619152462.203269
"7651",13,2022-03-27,628262168.399959
"7652",13,2022-03-28,620445536.744827
"7653",13,2022-03-29,609371526.624112
"7654",13,2022-03-30,611078440.32828
"7655",13,2022-03-31,602920593.910593
"7656",13,2022-04-01,568696845.305448
"7657",13,2022-04-02,549320731.194435
"7658",13,2022-04-03,572476497.81437
"7659",13,2022-04-04,557841555.708762
"7660",13,2022-04-05,552456662.646692
"7661",13,2022-04-06,569928287.608463
"7662",13,2022-04-07,562567048.522031
"7663",13,2022-04-08,566532983.066502
"7664",13,2022-04-09,571327966.828284
"7665",13,2022-04-10,575097082.770365
"7666",13,2022-04-11,588294796.898634
"7667",13,2022-04-12,574500824.522796
"7668",13,2022-04-13,599942928.808603
"7669",13,2022-04-14,627280011.613732
"7670",13,2022-04-15,658509892.676893
"7671",13,2022-04-16,647790810.925655
"7672",13,2022-04-17,642606577.457698
"7673",13,2022-04-18,645425702.190228
"7674",13,2022-04-19,619345840.665645
"7675",13,2022-04-20,594422041.516579
"7676",13,2022-04-21,612821558.682039
"7677",13,2022-04-22,620074007.031168
"7678",13,2022-04-23,617105481.669082
"7679",13,2022-04-24,611596926.778696
"7680",13,2022-04-25,627986497.737875
"7681",13,2022-04-26,621873892.56144
"7682",13,2022-04-27,606415305.371191
"7683",13,2022-04-28,597706181.310872
"7684",13,2022-04-29,602717344.080119
"7685",13,2022-04-30,599641652.487178
"7686",13,2022-05-01,570288750.651022
"7687",13,2022-05-02,548941370.613667
"7688",13,2022-05-03,575421711.053983
"7689",13,2022-05-04,566868245.756876
"7690",13,2022-05-05,552185753.245075
"7691",13,2022-05-06,561529318.589817
"7692",13,2022-05-07,548859122.494043
"7693",13,2022-05-08,549296386.802354
"7694",13,2022-05-09,556825076.979396
"7695",13,2022-05-10,572423871.909392
"7696",13,2022-05-11,585775686.255356
"7697",13,2022-05-12,576741745.791275
"7698",13,2022-05-13,599612215.755716
"7699",13,2022-05-14,619214270.214747
"7700",13,2022-05-15,655404045.961099
"7701",13,2022-05-16,654049976.302146
"7702",13,2022-05-17,651894948.087955
"7703",13,2022-05-18,658972530.567635
"7704",13,2022-05-19,616524358.044207
"7705",13,2022-05-20,591578816.058591
"7706",13,2022-05-21,601873631.067298
"7707",13,2022-05-22,609068761.18962
"7708",13,2022-05-23,598022916.364826
"7709",13,2022-05-24,580028885.095091
"7710",13,2022-05-25,607413387.098703
"7711",13,2022-05-26,612353214.888932
"7712",13,2022-05-27,600368518.194094
"7713",13,2022-05-28,592639856.991008
"7714",13,2022-05-29,585101439.391688
"7715",13,2022-05-30,572819798.840225
"7716",13,2022-05-31,534392753.807909
"7717",13,2022-06-01,511256692.592878
"7718",13,2022-06-02,530978297.404908
"7719",13,2022-06-03,517477925.288237
"7720",13,2022-06-04,503002614.021235
"7721",13,2022-06-05,521339088.198372
"7722",13,2022-06-06,515331663.283945
"7723",13,2022-06-07,523531634.375931
"7724",13,2022-06-08,527044486.670412
"7725",13,2022-06-09,541317325.624935
"7726",13,2022-06-10,551031351.458252
"7727",13,2022-06-11,538066955.180746
"7728",13,2022-06-12,560371219.372876
"7729",13,2022-06-13,572846440.750212
"7730",13,2022-06-14,613127283.682875
"7731",13,2022-06-15,594452337.619325
"7732",13,2022-06-16,590399696.136842
"7733",13,2022-06-17,602646273.134338
"7734",13,2022-06-18,574208249.292127
"7735",13,2022-06-19,545988038.296717
"7736",13,2022-06-20,554203604.844759
"7737",13,2022-06-21,564570495.143517
"7738",13,2022-06-22,558480460.76984
"7739",13,2022-06-23,550700033.742074
"7740",13,2022-06-24,572965215.769616
"7741",13,2022-06-25,563300224.525972
"7742",13,2022-06-26,553747205.545356
"7743",13,2022-06-27,542021964.394082
"7744",13,2022-06-28,537824202.972057
"7745",13,2022-06-29,537152271.117302
"7746",13,2022-06-30,507592211.886484
"7747",13,2022-07-01,487998895.026141
"7748",13,2022-07-02,511417460.400899
"7749",13,2022-07-03,496047289.374069
"7750",13,2022-07-04,480540897.083354
"7751",13,2022-07-05,493464977.779207
"7752",13,2022-07-06,488045396.129364
"7753",13,2022-07-07,491909885.438994
"7754",13,2022-07-08,492461281.275754
"7755",13,2022-07-09,513275806.94043
"7756",13,2022-07-10,519288944.340968
"7757",13,2022-07-11,502677004.718581
"7758",13,2022-07-12,529204997.31134
"7759",13,2022-07-13,549464865.076307
"7760",13,2022-07-14,583428283.749282
"7761",13,2022-07-15,582481131.608264
"7762",13,2022-07-16,587176743.335293
"7763",13,2022-07-17,602684531.507975
"7764",13,2022-07-18,559551283.002741
"7765",13,2022-07-19,540154707.936166
"7766",13,2022-07-20,546313272.503159
"7767",13,2022-07-21,555600309.33266
"7768",13,2022-07-22,549011187.228155
"7769",13,2022-07-23,532765922.746214
"7770",13,2022-07-24,554554621.550587
"7771",13,2022-07-25,557471278.235742
"7772",13,2022-07-26,537941975.680126
"7773",13,2022-07-27,531994567.281105
"7774",13,2022-07-28,528803004.283692
"7775",13,2022-07-29,523475985.523045
"7776",13,2022-07-30,478182988.331022
"7777",13,2022-07-31,451267034.293836
"7778",13,2022-08-01,474308616.279595
"7779",13,2022-08-02,450839320.31805
"7780",13,2022-08-03,426825006.987708
"7781",13,2022-08-04,442485778.449785
"7782",13,2022-08-05,440164239.41115
"7783",13,2022-08-06,451327289.055983
"7784",13,2022-08-07,453265823.688943
"7785",13,2022-08-08,471512695.162297
"7786",13,2022-08-09,478056499.575779
"7787",13,2022-08-10,463836923.807108
"7788",13,2022-08-11,492301214.980035
"7789",13,2022-08-12,505893657.556546
"7790",13,2022-08-13,540404454.522142
"7791",13,2022-08-14,522376085.63653
"7792",13,2022-08-15,525716723.386081
"7793",13,2022-08-16,540818374.466061
"7794",13,2022-08-17,509895573.212312
"7795",13,2022-08-18,486877034.619478
"7796",13,2022-08-19,502161475.528943
"7797",13,2022-08-20,517301481.967503
"7798",13,2022-08-21,506366519.484556
"7799",13,2022-08-22,503220956.464388
"7800",13,2022-08-23,528045244.830233
"7801",14,2021-01-01,-56662379.8623249
"7802",14,2021-01-02,-60116167.7470178
"7803",14,2021-01-03,-56210933.1332464
"7804",14,2021-01-04,-57431044.0594101
"7805",14,2021-01-05,-64145380.9110169
"7806",14,2021-01-06,-59801997.3744764
"7807",14,2021-01-07,-55326371.3221472
"7808",14,2021-01-08,-52409551.2300008
"7809",14,2021-01-09,-49543654.0148951
"7810",14,2021-01-10,-49124662.3264877
"7811",14,2021-01-11,-49324702.2413665
"7812",14,2021-01-12,-44604176.7551911
"7813",14,2021-01-13,-34502905.3813839
"7814",14,2021-01-14,-36379843.8754672
"7815",14,2021-01-15,-37500581.9663688
"7816",14,2021-01-16,-39416296.248036
"7817",14,2021-01-17,-35859112.1979902
"7818",14,2021-01-18,-43663354.1616388
"7819",14,2021-01-19,-30385932.0660031
"7820",14,2021-01-20,-26632919.2817611
"7821",14,2021-01-21,-23768071.0899705
"7822",14,2021-01-22,-25529678.3573193
"7823",14,2021-01-23,-33003560.6402711
"7824",14,2021-01-24,-37396674.04392
"7825",14,2021-01-25,-24148844.3851955
"7826",14,2021-01-26,-29269734.5489888
"7827",14,2021-01-27,-28350099.1258799
"7828",14,2021-01-28,-27086246.9174275
"7829",14,2021-01-29,-24971244.2796056
"7830",14,2021-01-30,-19744270.2741155
"7831",14,2021-01-31,-20560568.8891813
"7832",14,2021-02-01,-26975454.9456551
"7833",14,2021-02-02,-22977222.5802679
"7834",14,2021-02-03,-18666952.9187361
"7835",14,2021-02-04,-17983276.8966714
"7836",14,2021-02-05,-14257400.8019817
"7837",14,2021-02-06,-1560365.85666487
"7838",14,2021-02-07,-2416503.55719013
"7839",14,2021-02-08,1464143.09881163
"7840",14,2021-02-09,5318267.34652238
"7841",14,2021-02-10,7018879.41926575
"7842",14,2021-02-11,2358946.52193127
"7843",14,2021-02-12,12119037.577239
"7844",14,2021-02-13,7820928.29188631
"7845",14,2021-02-14,7032780.01592024
"7846",14,2021-02-15,6512858.83229107
"7847",14,2021-02-16,15520691.9585374
"7848",14,2021-02-17,6431288.44210639
"7849",14,2021-02-18,21337586.6766669
"7850",14,2021-02-19,21499075.8740405
"7851",14,2021-02-20,21973794.1664493
"7852",14,2021-02-21,22737801.6665255
"7853",14,2021-02-22,18596326.8944063
"7854",14,2021-02-23,9818272.65961219
"7855",14,2021-02-24,9436137.91896533
"7856",14,2021-02-25,8502262.63724302
"7857",14,2021-02-26,10161596.19048
"7858",14,2021-02-27,10508000.5516317
"7859",14,2021-02-28,10680892.4165915
"7860",14,2021-03-01,16538486.4925943
"7861",14,2021-03-02,14786335.2247185
"7862",14,2021-03-03,11756905.1764872
"7863",14,2021-03-04,13759183.5025007
"7864",14,2021-03-05,19997875.8321128
"7865",14,2021-03-06,18585753.9111087
"7866",14,2021-03-07,15838207.7807003
"7867",14,2021-03-08,21336778.6396865
"7868",14,2021-03-09,17407484.1498467
"7869",14,2021-03-10,21061670.3473796
"7870",14,2021-03-11,23636135.7671552
"7871",14,2021-03-12,27730054.5629525
"7872",14,2021-03-13,31960159.9396119
"7873",14,2021-03-14,38949175.9856752
"7874",14,2021-03-15,42597197.4401363
"7875",14,2021-03-16,46323088.4592527
"7876",14,2021-03-17,46499207.796994
"7877",14,2021-03-18,52087760.7123815
"7878",14,2021-03-19,47755632.7402948
"7879",14,2021-03-20,49774657.5127734
"7880",14,2021-03-21,50077180.7675481
"7881",14,2021-03-22,45471309.9715357
"7882",14,2021-03-23,47375789.6157282
"7883",14,2021-03-24,46590569.7516313
"7884",14,2021-03-25,36968221.4935241
"7885",14,2021-03-26,38354620.0392893
"7886",14,2021-03-27,38323039.7902972
"7887",14,2021-03-28,36167481.3231632
"7888",14,2021-03-29,41052097.2766795
"7889",14,2021-03-30,42736238.8198612
"7890",14,2021-03-31,41753648.6461073
"7891",14,2021-04-01,41282083.5226081
"7892",14,2021-04-02,39419286.1050327
"7893",14,2021-04-03,35988069.0588884
"7894",14,2021-04-04,37959591.7806617
"7895",14,2021-04-05,37998073.7308338
"7896",14,2021-04-06,35548264.1586286
"7897",14,2021-04-07,35648403.072176
"7898",14,2021-04-08,35355838.2212974
"7899",14,2021-04-09,39195102.879421
"7900",14,2021-04-10,37530729.4047254
"7901",14,2021-04-11,30041763.4813285
"7902",14,2021-04-12,37227361.0085942
"7903",14,2021-04-13,36161627.4483411
"7904",14,2021-04-14,37444266.3785726
"7905",14,2021-04-15,38153343.0332535
"7906",14,2021-04-16,35986561.1039561
"7907",14,2021-04-17,39154908.5416146
"7908",14,2021-04-18,38187566.7294177
"7909",14,2021-04-19,35949396.0845106
"7910",14,2021-04-20,31452505.1718737
"7911",14,2021-04-21,31138765.9546125
"7912",14,2021-04-22,36989357.8841706
"7913",14,2021-04-23,32775925.3129432
"7914",14,2021-04-24,34268497.0693301
"7915",14,2021-04-25,32573573.3745203
"7916",14,2021-04-26,40898313.1442364
"7917",14,2021-04-27,34699261.1176598
"7918",14,2021-04-28,35566113.8168442
"7919",14,2021-04-29,42822258.3467479
"7920",14,2021-04-30,53672520.9665589
"7921",14,2021-05-01,51823268.3069112
"7922",14,2021-05-02,54714735.3019043
"7923",14,2021-05-03,55516004.1969601
"7924",14,2021-05-04,61229272.310304
"7925",14,2021-05-05,61884153.588421
"7926",14,2021-05-06,52112612.9161112
"7927",14,2021-05-07,56898661.8008433
"7928",14,2021-05-08,54239732.7666381
"7929",14,2021-05-09,59705694.788022
"7930",14,2021-05-10,53949718.2104585
"7931",14,2021-05-11,50947114.5075705
"7932",14,2021-05-12,52661685.4781032
"7933",14,2021-05-13,55760894.4027374
"7934",14,2021-05-14,55519693.6720705
"7935",14,2021-05-15,57767869.685052
"7936",14,2021-05-16,48782914.0400736
"7937",14,2021-05-17,57133717.9020358
"7938",14,2021-05-18,54546619.7676435
"7939",14,2021-05-19,58650814.817771
"7940",14,2021-05-20,52990904.3162496
"7941",14,2021-05-21,49434934.6894097
"7942",14,2021-05-22,57975615.2012083
"7943",14,2021-05-23,58212345.9296026
"7944",14,2021-05-24,60046095.8419949
"7945",14,2021-05-25,57754850.4716349
"7946",14,2021-05-26,58476165.5134196
"7947",14,2021-05-27,55193658.7262292
"7948",14,2021-05-28,55979369.3163076
"7949",14,2021-05-29,61414990.1545562
"7950",14,2021-05-30,65054418.9079658
"7951",14,2021-05-31,57778898.3573874
"7952",14,2021-06-01,54922544.5218457
"7953",14,2021-06-02,59229842.781902
"7954",14,2021-06-03,61642289.7948725
"7955",14,2021-06-04,67245477.9655477
"7956",14,2021-06-05,61072042.1204505
"7957",14,2021-06-06,64818281.2687927
"7958",14,2021-06-07,61110693.7595045
"7959",14,2021-06-08,62574796.2024773
"7960",14,2021-06-09,56517315.5011424
"7961",14,2021-06-10,47692725.6089828
"7962",14,2021-06-11,44610004.4225366
"7963",14,2021-06-12,45541641.6569487
"7964",14,2021-06-13,47563116.8347883
"7965",14,2021-06-14,50918564.7727321
"7966",14,2021-06-15,44095024.367364
"7967",14,2021-06-16,47321369.4657766
"7968",14,2021-06-17,55801070.9867496
"7969",14,2021-06-18,61763309.2517177
"7970",14,2021-06-19,56898894.521802
"7971",14,2021-06-20,57654004.4059277
"7972",14,2021-06-21,63679143.5419824
"7973",14,2021-06-22,61988720.6224557
"7974",14,2021-06-23,65880142.5895286
"7975",14,2021-06-24,65260070.7996896
"7976",14,2021-06-25,65653145.5263351
"7977",14,2021-06-26,64403899.9995665
"7978",14,2021-06-27,61990506.7844511
"7979",14,2021-06-28,66880348.1027507
"7980",14,2021-06-29,63761899.452709
"7981",14,2021-06-30,68380382.1265654
"7982",14,2021-07-01,57564751.694914
"7983",14,2021-07-02,64808749.5088445
"7984",14,2021-07-03,60679660.0157475
"7985",14,2021-07-04,65716485.1028001
"7986",14,2021-07-05,59074393.5856446
"7987",14,2021-07-06,64502017.108749
"7988",14,2021-07-07,67862761.4392071
"7989",14,2021-07-08,71438801.3331472
"7990",14,2021-07-09,72789420.2429423
"7991",14,2021-07-10,69804411.3154082
"7992",14,2021-07-11,64367535.7469673
"7993",14,2021-07-12,60166787.1176259
"7994",14,2021-07-13,59010059.895708
"7995",14,2021-07-14,59058852.4779615
"7996",14,2021-07-15,52603667.2506242
"7997",14,2021-07-16,59374716.30893
"7998",14,2021-07-17,61379497.9552847
"7999",14,2021-07-18,55149352.6378229
"8000",14,2021-07-19,48738235.032986
"8001",14,2021-07-20,51853122.0846715
"8002",14,2021-07-21,54253793.457136
"8003",14,2021-07-22,51362703.2989335
"8004",14,2021-07-23,54105183.0425929
"8005",14,2021-07-24,56533913.7991671
"8006",14,2021-07-25,60831978.8726369
"8007",14,2021-07-26,53896952.7722043
"8008",14,2021-07-27,43377096.3538669
"8009",14,2021-07-28,52173984.6661543
"8010",14,2021-07-29,45299744.598681
"8011",14,2021-07-30,52799401.4738582
"8012",14,2021-07-31,43763895.539954
"8013",14,2021-08-01,43682869.2834717
"8014",14,2021-08-02,41176849.4739311
"8015",14,2021-08-03,40394043.6445384
"8016",14,2021-08-04,32262829.8311857
"8017",14,2021-08-05,34479672.157853
"8018",14,2021-08-06,30281020.6954051
"8019",14,2021-08-07,33318233.6396299
"8020",14,2021-08-08,28613450.7992488
"8021",14,2021-08-09,28173769.9567587
"8022",14,2021-08-10,28004145.7729262
"8023",14,2021-08-11,19615400.1978778
"8024",14,2021-08-12,23530818.7182604
"8025",14,2021-08-13,26069726.089543
"8026",14,2021-08-14,24439614.1816169
"8027",14,2021-08-15,26619525.1646226
"8028",14,2021-08-16,36484472.0437026
"8029",14,2021-08-17,34711179.4479938
"8030",14,2021-08-18,37370028.9434658
"8031",14,2021-08-19,31686053.1705818
"8032",14,2021-08-20,27429008.1139765
"8033",14,2021-08-21,29361039.3037492
"8034",14,2021-08-22,32663427.953722
"8035",14,2021-08-23,37531025.2872621
"8036",14,2021-08-24,36580933.2180539
"8037",14,2021-08-25,27995655.3623621
"8038",14,2021-08-26,19396510.3431079
"8039",14,2021-08-27,24240166.4130798
"8040",14,2021-08-28,24736709.0304236
"8041",14,2021-08-29,25222402.6636803
"8042",14,2021-08-30,22736604.1723366
"8043",14,2021-08-31,19420567.609538
"8044",14,2021-09-01,25334921.3796707
"8045",14,2021-09-02,33260808.4215356
"8046",14,2021-09-03,30864326.1150798
"8047",14,2021-09-04,35398693.7956351
"8048",14,2021-09-05,33631117.6523246
"8049",14,2021-09-06,38930039.7081925
"8050",14,2021-09-07,30209438.0832793
"8051",14,2021-09-08,26692796.3147631
"8052",14,2021-09-09,30264140.5290557
"8053",14,2021-09-10,27084952.4186401
"8054",14,2021-09-11,30254392.1290362
"8055",14,2021-09-12,24869490.3190435
"8056",14,2021-09-13,22672625.2612778
"8057",14,2021-09-14,17363353.1343904
"8058",14,2021-09-15,25644899.8390795
"8059",14,2021-09-16,23139809.7086127
"8060",14,2021-09-17,27203949.9546287
"8061",14,2021-09-18,23528378.1385644
"8062",14,2021-09-19,27548239.269213
"8063",14,2021-09-20,32887237.4771182
"8064",14,2021-09-21,43354437.0480272
"8065",14,2021-09-22,49596969.018067
"8066",14,2021-09-23,56689197.7419308
"8067",14,2021-09-24,53684802.898022
"8068",14,2021-09-25,46276758.7038606
"8069",14,2021-09-26,42171997.6057528
"8070",14,2021-09-27,45745928.521952
"8071",14,2021-09-28,52360155.1254701
"8072",14,2021-09-29,42263638.0394196
"8073",14,2021-09-30,41639324.4091225
"8074",14,2021-10-01,40562724.2312938
"8075",14,2021-10-02,42400473.7169216
"8076",14,2021-10-03,40239930.0019201
"8077",14,2021-10-04,34854172.6516892
"8078",14,2021-10-05,31783536.9950882
"8079",14,2021-10-06,31730785.0701057
"8080",14,2021-10-07,24979879.0826273
"8081",14,2021-10-08,29588693.7941632
"8082",14,2021-10-09,33627780.3507177
"8083",14,2021-10-10,31877230.8559951
"8084",14,2021-10-11,35228749.9991864
"8085",14,2021-10-12,41077472.5488776
"8086",14,2021-10-13,36609120.2282188
"8087",14,2021-10-14,38589408.3613428
"8088",14,2021-10-15,38321756.5960711
"8089",14,2021-10-16,39456271.4018683
"8090",14,2021-10-17,35510732.8067322
"8091",14,2021-10-18,36178425.502347
"8092",14,2021-10-19,37183011.5113599
"8093",14,2021-10-20,45152140.3211236
"8094",14,2021-10-21,50367944.5653735
"8095",14,2021-10-22,60447133.9851684
"8096",14,2021-10-23,54371885.153527
"8097",14,2021-10-24,45677611.069955
"8098",14,2021-10-25,40900367.8471629
"8099",14,2021-10-26,42468335.6386101
"8100",14,2021-10-27,34819974.3709711
"8101",14,2021-10-28,38497497.7044161
"8102",14,2021-10-29,41398219.4875201
"8103",14,2021-10-30,38038136.6384971
"8104",14,2021-10-31,36128026.1743664
"8105",14,2021-11-01,31797310.1853687
"8106",14,2021-11-02,24830430.8008881
"8107",14,2021-11-03,23390327.9707407
"8108",14,2021-11-04,20724519.141715
"8109",14,2021-11-05,19641478.3486189
"8110",14,2021-11-06,21916270.9328047
"8111",14,2021-11-07,32718061.4207737
"8112",14,2021-11-08,32909103.0182682
"8113",14,2021-11-09,35399904.0321786
"8114",14,2021-11-10,37030676.6649232
"8115",14,2021-11-11,38270146.4152777
"8116",14,2021-11-12,37873342.2300183
"8117",14,2021-11-13,41204863.8397457
"8118",14,2021-11-14,42507670.0600437
"8119",14,2021-11-15,42139296.2297589
"8120",14,2021-11-16,42633430.2350387
"8121",14,2021-11-17,34946262.5610748
"8122",14,2021-11-18,40951535.8369012
"8123",14,2021-11-19,49171955.4414592
"8124",14,2021-11-20,49626029.240048
"8125",14,2021-11-21,56589959.7192679
"8126",14,2021-11-22,57750549.276801
"8127",14,2021-11-23,47882343.6905262
"8128",14,2021-11-24,42880383.3325559
"8129",14,2021-11-25,50359569.0070696
"8130",14,2021-11-26,41066312.1016031
"8131",14,2021-11-27,43153416.2548889
"8132",14,2021-11-28,34832440.307025
"8133",14,2021-11-29,34096124.6070555
"8134",14,2021-11-30,31469325.4437952
"8135",14,2021-12-01,24146890.2807242
"8136",14,2021-12-02,20054888.3969194
"8137",14,2021-12-03,23648759.4482882
"8138",14,2021-12-04,28624105.2754127
"8139",14,2021-12-05,24977714.8541229
"8140",14,2021-12-06,33054042.822076
"8141",14,2021-12-07,39717015.3535429
"8142",14,2021-12-08,40726057.6104979
"8143",14,2021-12-09,38151376.1405685
"8144",14,2021-12-10,41270568.2280297
"8145",14,2021-12-11,35793717.1665691
"8146",14,2021-12-12,36210786.5725038
"8147",14,2021-12-13,42442827.914923
"8148",14,2021-12-14,40310987.2066979
"8149",14,2021-12-15,42988743.4220469
"8150",14,2021-12-16,44137047.3106985
"8151",14,2021-12-17,35096410.1359981
"8152",14,2021-12-18,34571862.1542547
"8153",14,2021-12-19,37111034.431157
"8154",14,2021-12-20,41492509.3575042
"8155",14,2021-12-21,34988257.6199513
"8156",14,2021-12-22,35065456.0799411
"8157",14,2021-12-23,33585985.6984147
"8158",14,2021-12-24,39399670.5816948
"8159",14,2021-12-25,38942936.5446127
"8160",14,2021-12-26,38013657.1951307
"8161",14,2021-12-27,32267451.6921103
"8162",14,2021-12-28,19507597.1859151
"8163",14,2021-12-29,24834670.326508
"8164",14,2021-12-30,28795121.1221149
"8165",14,2021-12-31,30186294.6715098
"8166",14,2022-01-01,27642568.7246846
"8167",14,2022-01-02,30682701.105598
"8168",14,2022-01-03,37843218.3854569
"8169",14,2022-01-04,30168472.001271
"8170",14,2022-01-05,32775985.552055
"8171",14,2022-01-06,30709966.4564014
"8172",14,2022-01-07,26186466.4110879
"8173",14,2022-01-08,27805193.428167
"8174",14,2022-01-09,30880241.8454871
"8175",14,2022-01-10,28003132.3167288
"8176",14,2022-01-11,23849112.6079878
"8177",14,2022-01-12,28335564.0723846
"8178",14,2022-01-13,23918476.6831579
"8179",14,2022-01-14,29279573.9635233
"8180",14,2022-01-15,33068059.9187423
"8181",14,2022-01-16,31773160.6136078
"8182",14,2022-01-17,31058838.9500153
"8183",14,2022-01-18,27036425.013088
"8184",14,2022-01-19,26234550.8452032
"8185",14,2022-01-20,19201431.8088265
"8186",14,2022-01-21,20835534.0134236
"8187",14,2022-01-22,22321903.1601673
"8188",14,2022-01-23,23395117.4294187
"8189",14,2022-01-24,24061326.4246463
"8190",14,2022-01-25,19964299.4419608
"8191",14,2022-01-26,14921476.5391813
"8192",14,2022-01-27,15015697.8146641
"8193",14,2022-01-28,17658468.4196539
"8194",14,2022-01-29,17922823.5503813
"8195",14,2022-01-30,15528125.3714184
"8196",14,2022-01-31,13343653.4687087
"8197",14,2022-02-01,13961522.4354446
"8198",14,2022-02-02,27199050.6449859
"8199",14,2022-02-03,27214589.9970062
"8200",14,2022-02-04,28313015.4734575
"8201",14,2022-02-05,32657861.4188483
"8202",14,2022-02-06,28110792.4079842
"8203",14,2022-02-07,27183860.2777565
"8204",14,2022-02-08,22948481.1425539
"8205",14,2022-02-09,14690001.2556421
"8206",14,2022-02-10,17605839.0897114
